type,affix,lang,word,trans
prefix,hetero,Spanish,heterocyst,heterocisto
prefix,hetero,Spanish,heterosexual,heterosexual
prefix,hetero,Spanish,heterogeneous,heterogénea
prefix,hetero,Swedish,heterocyst,heterocyst
prefix,hetero,Swedish,heterosexual,heterosexuell
prefix,hetero,Swedish,heterogeneous,ojämn
prefix,hetero,Welsh,heterocyst,heterocyst
prefix,hetero,Welsh,heterosexual,heterorywiol
prefix,hetero,Welsh,heterogeneous,heterogenaidd
prefix,homo,Basque,homophone,homophone
prefix,homo,Basque,homosexual,homosexual
prefix,homo,Basque,homogenize,homogeneizatu
prefix,homo,Catalan,homophone,homòfones
prefix,homo,Catalan,homosexual,homosexual
prefix,homo,Catalan,homogenize,homogeneïtzar
prefix,homo,Danish,homophone,homofon
prefix,homo,Danish,homosexual,homoseksuelle
prefix,homo,Danish,homogenize,homogenisere
prefix,homo,Dutch,homophone,homofoon
prefix,homo,Dutch,homosexual,homoseksueel
prefix,homo,Dutch,homogenize,homogeniseren
prefix,homo,Estonian,homophone,homofon
prefix,homo,Estonian,homosexual,homoseksuaalne
prefix,homo,Estonian,homogenize,homogeniseerida
prefix,homo,Finnish,homophone,homofoni
prefix,homo,Finnish,homosexual,homoseksuaalinen
prefix,homo,Finnish,homogenize,homogenisoi
prefix,homo,French,homophone,homophone
prefix,homo,French,homosexual,homosexuel
prefix,homo,French,homogenize,homogénéiser
prefix,homo,German,homophone,homophon
prefix,homo,German,homosexual,Homosexuelle
prefix,homo,German,homogenize,homogenisieren
prefix,homo,Hungarian,homophone,homofon
prefix,homo,Hungarian,homosexual,homoszexuális
prefix,homo,Hungarian,homogenize,homogenizálás
prefix,homo,Icelandic,homophone,homophone
prefix,homo,Icelandic,homosexual,samkynhneigð
prefix,homo,Icelandic,homogenize,einsleita
prefix,homo,Irish,homophone,homophone
prefix,homo,Irish,homosexual,homaighnéasach
prefix,homo,Irish,homogenize,homogenize
prefix,homo,Italian,homophone,omofono
prefix,homo,Italian,homosexual,omosessuale
prefix,homo,Italian,homogenize,omogeneizzare
prefix,homo,Latin,homophone,homophone
prefix,homo,Latin,homosexual,homosexuales
prefix,homo,Latin,homogenize,homogenize
prefix,homo,Latvian,homophone,homofons
prefix,homo,Luxembourg,homophone,homophon
prefix,homo,Luxembourg,homosexual,Homosexuelle
prefix,homo,Luxembourg,homogenize,homogenisieren
prefix,homo,Norwegian,homophone,homofon
prefix,homo,Norwegian,homosexual,homofile
prefix,homo,Norwegian,homogenize,homogenisere
prefix,homo,Portuguese,homophone,homofone
prefix,homo,Portuguese,homosexual,homossexual
prefix,homo,Portuguese,homogenize,homogeneizar
prefix,homo,Scottish,homophone,homophone
prefix,homo,Scottish,homogenize,homogenize
prefix,homo,Spanish,homophone,homófono.
prefix,homo,Spanish,homosexual,homosexual
prefix,homo,Spanish,homogenize,homogeneizar
prefix,homo,Swedish,homophone,homofon
prefix,homo,Swedish,homosexual,homosexuella
prefix,homo,Swedish,homogenize,homogenisera
prefix,homo,Welsh,homophone,homophone
prefix,homo,Welsh,homosexual,cyfunrywiol
prefix,homo,Welsh,homogenize,homogenize
prefix,hyper,Basque,hyperspace,hiperespazioa
prefix,hyper,Basque,hypertension,hipertentsioa
prefix,hyper,Basque,hyperactive,hiperaktiboa
prefix,hyper,Catalan,hyperspace,hyperspace
prefix,hyper,Catalan,hypertension,hipertensió
prefix,hyper,Catalan,hyperactive,hiperactiu
prefix,hyper,Danish,hyperspace,hyperspace
prefix,hyper,Danish,hypertension,hypertension
prefix,hyper,Danish,hyperactive,hyperaktiv
prefix,hyper,Dutch,hyperspace,hyperruimte
prefix,hyper,Dutch,hypertension,hypertensie
prefix,hyper,Dutch,hyperactive,hyperactief
prefix,hyper,Estonian,hyperspace,Hüperruum
prefix,hyper,Estonian,hypertension,hüpertensioon
prefix,hyper,Estonian,hyperactive,hüperaktiivne
prefix,hyper,Finnish,hyperspace,hyperavaruus
prefix,hyper,Finnish,hypertension,verenpainetauti
prefix,hyper,Finnish,hyperactive,hyperaktiivinen
prefix,hyper,French,hyperspace,hyperespace
prefix,hyper,French,hypertension,hypertension
prefix,hyper,French,hyperactive,hyperactif
prefix,hyper,German,hyperspace,Hyperraum
prefix,hyper,German,hypertension,Hypertonie
prefix,hyper,German,hyperactive,hyperaktiv
prefix,hyper,Hungarian,hyperspace,hipertér
prefix,hyper,Hungarian,hyperactive,hiperaktív
prefix,hyper,Icelandic,hyperspace,ofgnótt
prefix,hyper,Icelandic,hypertension,háþrýstingur
prefix,hyper,Icelandic,hyperactive,ofvirk
prefix,hyper,Irish,hyperspace,hyperspace
prefix,hyper,Irish,hypertension,hipirtheannas
prefix,hyper,Irish,hyperactive,hyperactive
prefix,hyper,Italian,hyperspace,iperspazio
prefix,hyper,Italian,hypertension,ipertensione
prefix,hyper,Italian,hyperactive,iperattivo
prefix,hyper,Latin,hyperspace,hyperspace
prefix,hyper,Latin,hypertension,hypertension
prefix,hyper,Latin,hyperactive,hyperactive
prefix,hyper,Latvian,hyperspace,hipertelpa
prefix,hyper,Latvian,hypertension,hipertensija
prefix,hyper,Luxembourg,hyperspace,Hyperraum
prefix,hyper,Luxembourg,hypertension,Hypertonie
prefix,hyper,Luxembourg,hyperactive,hyperaktiv
prefix,hyper,Norwegian,hyperspace,hyperspace
prefix,hyper,Norwegian,hypertension,blodtrykk
prefix,hyper,Norwegian,hyperactive,hyperaktiv
prefix,hyper,Portuguese,hyperspace,hiperespaco
prefix,hyper,Portuguese,hypertension,hipertensao
prefix,hyper,Portuguese,hyperactive,hiperativo
prefix,hyper,Scottish,hyperspace,hyperspace
prefix,hyper,Scottish,hypertension,hypertension
prefix,hyper,Scottish,hyperactive,hyperactive
prefix,hyper,Spanish,hyperspace,hiperespacio
prefix,hyper,Spanish,hypertension,hipertensión
prefix,hyper,Spanish,hyperactive,hiperactivo
prefix,hyper,Swedish,hyperspace,hyperrymden
prefix,hyper,Swedish,hypertension,blodtryck
prefix,hyper,Swedish,hyperactive,hyperaktiv
prefix,hyper,Welsh,hyperspace,hyperspace
prefix,hyper,Welsh,hyperactive,orfywiog
prefix,il,Basque,illegible,irakurtezina
prefix,il,Basque,illogical,zentzurik
prefix,il,Basque,illegal,ilegala
prefix,il,Catalan,illegible,illegible
prefix,il,Catalan,illogical,ilògic
prefix,il,Catalan,illegal,illegal
prefix,il,Danish,illegible,ulæselige
prefix,il,Danish,illogical,ulogisk
prefix,il,Danish,illegal,ulovlig
prefix,il,Dutch,illegible,onleesbaar
prefix,il,Dutch,illogical,onlogisch
prefix,il,Dutch,illegal,illegaal
prefix,il,Estonian,illegible,loetamatu
prefix,il,Estonian,illogical,ebaloogiline
prefix,il,Estonian,illegal,ebaseaduslik
prefix,il,Finnish,illegible,lukukelvoton
prefix,il,Finnish,illogical,epälooginen
prefix,il,Finnish,illegal,kiellettyjen
prefix,il,French,illegible,illisible
prefix,il,French,illogical,illogique
prefix,il,French,illegal,illégal
prefix,il,German,illegible,unleserlich
prefix,il,German,illogical,unlogisch
prefix,il,German,illegal,illegal
prefix,il,Hungarian,illegible,olvashatatlan
prefix,il,Hungarian,illogical,logikátlan
prefix,il,Hungarian,illegal,illegális
prefix,il,Icelandic,illegible,ólæsilegt
prefix,il,Icelandic,illogical,órökrétt
prefix,il,Icelandic,illegal,ólöglegt
prefix,il,Irish,illegible,doléite
prefix,il,Irish,illogical,illogical
prefix,il,Irish,illegal,mídhleathach
prefix,il,Italian,illegible,illeggibile
prefix,il,Italian,illogical,illogico
prefix,il,Italian,illegal,illegale
prefix,il,Latin,illegible,illegible
prefix,il,Latin,illogical,inconveniens
prefix,il,Latin,illegal,illegal
prefix,il,Luxembourg,illegible,unleserlich
prefix,il,Luxembourg,illogical,unlogisch
prefix,il,Luxembourg,illegal,illegal
prefix,il,Norwegian,illegible,uleselig
prefix,il,Norwegian,illogical,ulogisk
prefix,il,Norwegian,illegal,ulovlig
prefix,il,Portuguese,illegible,ilegivel
prefix,il,Portuguese,illogical,ilogico
prefix,il,Portuguese,illegal,ilicito
prefix,il,Scottish,illegible,illegible
prefix,il,Scottish,illogical,illogical
prefix,il,Scottish,illegal,mì-laghail
prefix,il,Spanish,illegible,ilegible
prefix,il,Spanish,illogical,ilógico
prefix,il,Spanish,illegal,ilegal
prefix,il,Swedish,illegible,oläslig
prefix,il,Swedish,illogical,ologisk
prefix,il,Swedish,illegal,olaglig
prefix,il,Welsh,illegible,annarllenadwy
prefix,il,Welsh,illogical,afresymegol
prefix,il,Welsh,illegal,anghyfreithlon
prefix,im,Basque,impermeable,iragazgaitza
prefix,im,Basque,improper,desegokia
prefix,im,Basque,impossible,impossible
prefix,im,Catalan,impermeable,impermeable
prefix,im,Catalan,improper,impròpia
prefix,im,Catalan,impossible,impossible
prefix,im,Danish,impermeable,uigennemtrængelig
prefix,im,Danish,improper,forkert
prefix,im,Danish,impossible,umulig
prefix,im,Dutch,impermeable,ondoordringbaar
prefix,im,Dutch,improper,onjuist
prefix,im,Dutch,impossible,onmogelijk
prefix,im,Estonian,impermeable,veekindla
prefix,im,Estonian,improper,ebaõige
prefix,im,Estonian,impossible,võimatu
prefix,im,Finnish,impermeable,läpäisemätön
prefix,im,Finnish,improper,virheellinen
prefix,im,Finnish,impossible,mahdoton
prefix,im,French,impermeable,imperméable
prefix,im,French,improper,inapproprié
prefix,im,French,impossible,impossible
prefix,im,German,impermeable,undurchlässig
prefix,im,German,improper,unsachgemäß
prefix,im,German,impossible,unmöglich
prefix,im,Hungarian,impermeable,vízhatlan
prefix,im,Hungarian,improper,helytelen
prefix,im,Hungarian,impossible,lehetetlen
prefix,im,Icelandic,impermeable,ógegndræpt
prefix,im,Icelandic,improper,óviðeigandi
prefix,im,Icelandic,impossible,ómögulegt
prefix,im,Irish,impermeable,neamh-thréscaoilteacha
prefix,im,Irish,improper,míchuí
prefix,im,Irish,impossible,dodhéanta
prefix,im,Italian,impermeable,impermeabile
prefix,im,Italian,improper,improprio
prefix,im,Italian,impossible,impossibile
prefix,im,Latin,impermeable,impermeable
prefix,im,Latin,improper,impropria
prefix,im,Latin,impossible,impossibile
prefix,im,Latvian,improper,nepareizs
prefix,im,Luxembourg,impermeable,onduerchléisseg
prefix,im,Luxembourg,improper,unsachgemäß
prefix,im,Luxembourg,impossible,onméiglech
prefix,im,Norwegian,impermeable,ugjennomtrengelig
prefix,im,Norwegian,improper,feil
prefix,im,Norwegian,impossible,umulig
prefix,im,Portuguese,impermeable,impermeavel
prefix,im,Portuguese,improper,improprio
prefix,im,Portuguese,impossible,impossivel
prefix,im,Scottish,impermeable,impermeable
prefix,im,Scottish,improper,improper
prefix,im,Spanish,impermeable,impermeable
prefix,im,Spanish,improper,inadecuado
prefix,im,Spanish,impossible,imposible
prefix,im,Swedish,impermeable,ogenomtränglig
prefix,im,Swedish,improper,felaktig
prefix,im,Swedish,impossible,Omöjligt
prefix,im,Welsh,improper,amhriodol
prefix,im,Welsh,impossible,amhosibl
prefix,in,Basque,invisible,ikusezina
prefix,in,Basque,injustice,injustizia
prefix,in,Catalan,incomplete,incompleta
prefix,in,Catalan,invisible,invisible
prefix,in,Catalan,injustice,injustícia
prefix,in,Danish,incomplete,ufuldstændig
prefix,in,Danish,invisible,usynlig
prefix,in,Danish,injustice,uretfærdighed
prefix,in,Dutch,incomplete,onvolledig
prefix,in,Dutch,invisible,onzichtbaar
prefix,in,Dutch,injustice,onrecht
prefix,in,Estonian,incomplete,puudulik
prefix,in,Estonian,invisible,nähtamatu
prefix,in,Estonian,injustice,ebaõiglus
prefix,in,Finnish,incomplete,epätäydellinen
prefix,in,Finnish,invisible,näkymätön
prefix,in,Finnish,injustice,epäoikeudenmukaisuus
prefix,in,French,incomplete,incomplet
prefix,in,French,invisible,invisible
prefix,in,French,injustice,injustice
prefix,in,German,incomplete,unvollständig
prefix,in,German,invisible,unsichtbar
prefix,in,German,injustice,Ungerechtigkeit
prefix,in,Hungarian,incomplete,hiányos
prefix,in,Hungarian,invisible,láthatatlan
prefix,in,Hungarian,injustice,igazságtalanság
prefix,in,Icelandic,incomplete,ófullnægjandi
prefix,in,Icelandic,invisible,ósýnilegur
prefix,in,Icelandic,injustice,óréttlæti
prefix,in,Irish,incomplete,neamhiomlán
prefix,in,Irish,invisible,dofheicthe
prefix,in,Irish,injustice,éagóir
prefix,in,Italian,incomplete,incompleto
prefix,in,Italian,invisible,invisibile
prefix,in,Italian,injustice,ingiustizia
prefix,in,Latin,incomplete,imperfecta
prefix,in,Latin,invisible,invisibilis
prefix,in,Latin,injustice,iniustitia
prefix,in,Latvian,invisible,neredzams
prefix,in,Luxembourg,incomplete,onvollstänneg
prefix,in,Luxembourg,invisible,onsiichtbar
prefix,in,Luxembourg,injustice,Ungerechtigkeit
prefix,in,Norwegian,incomplete,ufullstendig
prefix,in,Norwegian,invisible,usynlig
prefix,in,Norwegian,injustice,urettferdighet
prefix,in,Portuguese,incomplete,incompleto
prefix,in,Portuguese,invisible,invisivel
prefix,in,Portuguese,injustice,injustica
prefix,in,Scottish,incomplete,neo-iomlan
prefix,in,Scottish,invisible,do-fhaicsinneach
prefix,in,Scottish,injustice,ana-cheartas
prefix,in,Spanish,incomplete,incompleto
prefix,in,Spanish,invisible,invisible
prefix,in,Spanish,injustice,injusticia
prefix,in,Swedish,incomplete,ofullständig
prefix,in,Swedish,invisible,osynlig
prefix,in,Swedish,injustice,orättvis
prefix,in,Welsh,incomplete,anghyflawn
prefix,in,Welsh,invisible,anweledig
prefix,in,Welsh,injustice,anghyfiawnder
prefix,inter,Basque,intersect,gurutzatu
prefix,inter,Basque,interstate,interstate
prefix,inter,Basque,intermittent,aldizkako
prefix,inter,Catalan,intersect,interseca
prefix,inter,Catalan,interstate,interestatal
prefix,inter,Catalan,intermittent,intermitent
prefix,inter,Danish,intersect,krydse
prefix,inter,Danish,interstate,Interstate
prefix,inter,Danish,intermittent,periodisk
prefix,inter,Dutch,intersect,kruisen
prefix,inter,Dutch,interstate,Interstate
prefix,inter,Dutch,intermittent,intermitterend
prefix,inter,Estonian,intersect,ristuvad
prefix,inter,Estonian,interstate,riikidevaheline
prefix,inter,Estonian,intermittent,vahelduv
prefix,inter,Finnish,intersect,risteymä
prefix,inter,Finnish,interstate,Interstate
prefix,inter,Finnish,intermittent,ajoittainen
prefix,inter,French,intersect,croiser
prefix,inter,French,interstate,Interstate
prefix,inter,French,intermittent,intermittent
prefix,inter,German,intersect,Intersect
prefix,inter,German,interstate,Interstate
prefix,inter,German,intermittent,intermittierend
prefix,inter,Hungarian,intersect,intersect
prefix,inter,Hungarian,interstate,interstate
prefix,inter,Icelandic,intersect,skerast
prefix,inter,Icelandic,interstate,interstate
prefix,inter,Icelandic,intermittent,hléum
prefix,inter,Irish,intersect,trasnaigh
prefix,inter,Irish,interstate,interstate
prefix,inter,Irish,intermittent,uaineach
prefix,inter,Italian,intersect,intersecare
prefix,inter,Italian,interstate,Interstate
prefix,inter,Italian,intermittent,intermittente
prefix,inter,Latin,intersect,secabit
prefix,inter,Latin,interstate,interstate
prefix,inter,Latin,intermittent,intermittendi
prefix,inter,Latvian,intersect,krustojas
prefix,inter,Latvian,interstate,Interstate
prefix,inter,Luxembourg,intersect,Intersect
prefix,inter,Luxembourg,interstate,Interstate
prefix,inter,Luxembourg,intermittent,intermittierend
prefix,inter,Norwegian,intersect,krysse
prefix,inter,Norwegian,interstate,interstate
prefix,inter,Norwegian,intermittent,intermitterende
prefix,inter,Portuguese,intersect,cruzar
prefix,inter,Portuguese,interstate,interestadual
prefix,inter,Portuguese,intermittent,intermitente
prefix,inter,Scottish,intersect,eadar-ghearr
prefix,inter,Scottish,interstate,interstate
prefix,inter,Scottish,intermittent,intermittent
prefix,inter,Spanish,intersect,intersección
prefix,inter,Spanish,interstate,interestatal
prefix,inter,Spanish,intermittent,intermitente
prefix,inter,Swedish,intersect,intersect
prefix,inter,Swedish,interstate,Interstate
prefix,inter,Swedish,intermittent,intermittent
prefix,inter,Welsh,intersect,croestorri
prefix,inter,Welsh,interstate,interstate
prefix,inter,Welsh,intermittent,ysbeidiol
prefix,ir,Basque,irregular,irregularra
prefix,ir,Basque,irreplaceable,ezinbestekoa
prefix,ir,Basque,irreversible,atzeraezina
prefix,ir,Catalan,irregular,irregular
prefix,ir,Catalan,irreplaceable,insubstituïble
prefix,ir,Catalan,irreversible,irreversible
prefix,ir,Danish,irregular,ulovlig
prefix,ir,Danish,irreplaceable,uerstattelig
prefix,ir,Danish,irreversible,irreversibel
prefix,ir,Dutch,irregular,onregelmatig
prefix,ir,Dutch,irreplaceable,onvervangbaar
prefix,ir,Dutch,irreversible,onomkeerbaar
prefix,ir,Estonian,irregular,ebaseaduslik
prefix,ir,Estonian,irreplaceable,asendamatu
prefix,ir,Estonian,irreversible,pöördumatu
prefix,ir,Finnish,irregular,epäsäännöllinen
prefix,ir,Finnish,irreplaceable,korvaamaton
prefix,ir,Finnish,irreversible,peruuttamaton
prefix,ir,French,irregular,irrégulière
prefix,ir,French,irreplaceable,irremplaçable
prefix,ir,French,irreversible,irréversible
prefix,ir,German,irregular,unregelmäßig
prefix,ir,German,irreplaceable,unersetzlich
prefix,ir,German,irreversible,irreversibel
prefix,ir,Hungarian,irregular,szabálytalan
prefix,ir,Hungarian,irreplaceable,pótolhatatlan
prefix,ir,Hungarian,irreversible,visszafordíthatatlan
prefix,ir,Icelandic,irregular,óreglulegur
prefix,ir,Icelandic,irreplaceable,óbætanlegur
prefix,ir,Icelandic,irreversible,óafturkræft
prefix,ir,Irish,irregular,neamhrialta
prefix,ir,Irish,irreversible,do-athraithe
prefix,ir,Italian,irregular,irregolare
prefix,ir,Italian,irreplaceable,insostituibile
prefix,ir,Italian,irreversible,irreversibile
prefix,ir,Latin,irregular,irregularis
prefix,ir,Latin,irreplaceable,pernecessarium
prefix,ir,Latin,irreversible,"carissimi,"
prefix,ir,Latvian,irreversible,neatgriezenisks
prefix,ir,Luxembourg,irregular,onregelméisseg
prefix,ir,Luxembourg,irreplaceable,unersetzlich
prefix,ir,Luxembourg,irreversible,irreversibel
prefix,ir,Norwegian,irregular,uregelmessig
prefix,ir,Norwegian,irreplaceable,uerstattelig
prefix,ir,Norwegian,irreversible,irreversibel
prefix,ir,Portuguese,irregular,irregular
prefix,ir,Portuguese,irreplaceable,insubstituivel
prefix,ir,Portuguese,irreversible,irreversivel
prefix,ir,Scottish,irregular,irregular
prefix,ir,Scottish,irreplaceable,irreplaceable
prefix,ir,Scottish,irreversible,irreversible
prefix,ir,Spanish,irregular,irregular
prefix,ir,Spanish,irreplaceable,irreemplazable
prefix,ir,Spanish,irreversible,irreversible
prefix,ir,Swedish,irregular,oregelbunden
prefix,ir,Swedish,irreplaceable,oersättlig
prefix,ir,Swedish,irreversible,oåterkallelig
prefix,ir,Welsh,irregular,afreolaidd
prefix,ir,Welsh,irreplaceable,unigryw
prefix,ir,Welsh,irreversible,anghildroadwy
prefix,mega ,Basque,megabyte,monzon
prefix,mega ,Basque,megadose,megadose
prefix,mega ,Basque,megaphone,megaphone
prefix,mega ,Catalan,megabyte,megabyte
prefix,mega ,Catalan,megadose,megadose
prefix,mega ,Catalan,megaphone,megàfon
prefix,mega ,Danish,megabyte,megabyte
prefix,mega ,Danish,megadose,megadose
prefix,mega ,Danish,megaphone,MEGAFON
prefix,mega ,Dutch,megabyte,megabyte
prefix,mega ,Dutch,megadose,megadose
prefix,mega ,Dutch,megaphone,megafoon
prefix,mega ,Estonian,megabyte,megabait
prefix,mega ,Estonian,megadose,megadose
prefix,mega ,Estonian,megaphone,ruupor
prefix,mega ,Finnish,megabyte,megatavu
prefix,mega ,Finnish,megadose,megadose
prefix,mega ,Finnish,megaphone,megafoni
prefix,mega ,French,megabyte,mégaoctet
prefix,mega ,French,megadose,mégadose
prefix,mega ,French,megaphone,mégaphone
prefix,mega ,German,megabyte,Megabyte
prefix,mega ,German,megadose,megadosen
prefix,mega ,German,megaphone,megaphone
prefix,mega ,Hungarian,megabyte,megabyte
prefix,mega ,Hungarian,megadose,megadose
prefix,mega ,Hungarian,megaphone,Megafon
prefix,mega ,Icelandic,megabyte,megabæti
prefix,mega ,Icelandic,megadose,megadose
prefix,mega ,Icelandic,megaphone,megaphone
prefix,mega ,Irish,megabyte,mheigibhirt
prefix,mega ,Irish,megadose,megadose
prefix,mega ,Irish,megaphone,megaphone
prefix,mega ,Italian,megabyte,megabyte
prefix,mega ,Italian,megadose,megadosio
prefix,mega ,Italian,megaphone,megafono
prefix,mega ,Latin,megabyte,megabyte
prefix,mega ,Latin,megadose,megadose
prefix,mega ,Latin,megaphone,megaphone
prefix,mega ,Latvian,megabyte,megabaitu
prefix,mega ,Latvian,megadose,megadose
prefix,mega ,Latvian,megaphone,Megafons
prefix,mega ,Luxembourg,megabyte,Megabyte
prefix,mega ,Luxembourg,megadose,megadosen
prefix,mega ,Luxembourg,megaphone,megaphone
prefix,mega ,Norwegian,megabyte,megabyte
prefix,mega ,Norwegian,megadose,megadose
prefix,mega ,Norwegian,megaphone,megafon
prefix,mega ,Portuguese,megabyte,megabyte
prefix,mega ,Portuguese,megadose,megadose
prefix,mega ,Portuguese,megaphone,megafone
prefix,mega ,Scottish,megabyte,megabyte
prefix,mega ,Scottish,megadose,megadose
prefix,mega ,Scottish,megaphone,megaphone
prefix,mega ,Spanish,megabyte,MB
prefix,mega ,Spanish,megadose,megadosis
prefix,mega ,Spanish,megaphone,megáfono
prefix,mega ,Swedish,megabyte,megabyte
prefix,mega ,Swedish,megadose,megadose
prefix,mega ,Swedish,megaphone,MegaFon
prefix,mega ,Welsh,megabyte,megabeit
prefix,mega ,Welsh,megadose,megadose
prefix,mega ,Welsh,megaphone,megaffon
prefix,micro,Basque,microphone,mikrofonoa
prefix,micro,Basque,microscope,mikroskopioa
prefix,micro,Basque,microcosm,mikrokosmoa
prefix,micro,Catalan,microphone,micròfon
prefix,micro,Catalan,microscope,microscopi
prefix,micro,Catalan,microcosm,microcosmos
prefix,micro,Danish,microphone,mikrofon
prefix,micro,Danish,microscope,mikroskop
prefix,micro,Danish,microcosm,mikrokosmos
prefix,micro,Dutch,microphone,microfoon
prefix,micro,Dutch,microscope,microscoop
prefix,micro,Dutch,microcosm,microcosmos
prefix,micro,Estonian,microphone,mikrofon
prefix,micro,Estonian,microscope,mikroskoop
prefix,micro,Estonian,microcosm,mikrokosmos
prefix,micro,Finnish,microphone,mikrofoni
prefix,micro,Finnish,microscope,mikroskooppi
prefix,micro,Finnish,microcosm,mikrokosmos
prefix,micro,French,microphone,microphone
prefix,micro,French,microscope,microscope
prefix,micro,French,microcosm,microcosme
prefix,micro,German,microphone,Mikrofon
prefix,micro,German,microscope,Mikroskop
prefix,micro,German,microcosm,Mikrokosmos
prefix,micro,Hungarian,microphone,mikrofon
prefix,micro,Hungarian,microscope,mikroszkóp
prefix,micro,Hungarian,microcosm,mikrokozmosz
prefix,micro,Icelandic,microphone,hljóðnemi
prefix,micro,Icelandic,microscope,smásjá
prefix,micro,Icelandic,microcosm,smækkaðri
prefix,micro,Irish,microphone,micreafón
prefix,micro,Irish,microscope,micreascóp
prefix,micro,Irish,microcosm,microcosm
prefix,micro,Italian,microphone,microfono
prefix,micro,Italian,microscope,microscopio
prefix,micro,Italian,microcosm,microcosmo
prefix,micro,Latin,microphone,ligula
prefix,micro,Latin,microscope,microscopium
prefix,micro,Latin,microcosm,microcosm
prefix,micro,Latvian,microphone,mikrofons
prefix,micro,Latvian,microscope,mikroskops
prefix,micro,Luxembourg,microphone,Stecker
prefix,micro,Luxembourg,microscope,Mikroskop
prefix,micro,Luxembourg,microcosm,Mikrokosmos
prefix,micro,Norwegian,microphone,mikrofon
prefix,micro,Norwegian,microscope,mikroskop
prefix,micro,Norwegian,microcosm,mikrokosmos
prefix,micro,Portuguese,microphone,microfone
prefix,micro,Portuguese,microscope,microscopio
prefix,micro,Portuguese,microcosm,microcosmo
prefix,micro,Scottish,microphone,microphone
prefix,micro,Scottish,microcosm,microcosm
prefix,micro,Spanish,microphone,micrófono
prefix,micro,Spanish,microscope,microscopio
prefix,micro,Spanish,microcosm,microcosmos
prefix,micro,Swedish,microphone,mikrofon
prefix,micro,Swedish,microscope,mikroskop
prefix,micro,Swedish,microcosm,mikrokosmos
prefix,micro,Welsh,microphone,meicroffon
prefix,micro,Welsh,microscope,microsgop
prefix,micro,Welsh,microcosm,microcosm
prefix,mid,Basque,midseason,midsason
prefix,mid,Basque,midterm,midterm
prefix,mid,Basque,midnight,gauerdian
prefix,mid,Catalan,midterm,midterm
prefix,mid,Catalan,midnight,midnight
prefix,mid,Danish,midseason,midseason
prefix,mid,Danish,midterm,midtvejsevaluering
prefix,mid,Danish,midnight,midnat
prefix,mid,Dutch,midseason,midseizoen
prefix,mid,Dutch,midterm,tussentijdse
prefix,mid,Dutch,midnight,middernacht
prefix,mid,Estonian,midseason,midseason
prefix,mid,Estonian,midterm,kontrolltöö
prefix,mid,Estonian,midnight,kesköö
prefix,mid,Finnish,midseason,välikausi
prefix,mid,Finnish,midterm,välikausi
prefix,mid,Finnish,midnight,keskiyö
prefix,mid,French,midseason,mi-saison
prefix,mid,French,midnight,minuit
prefix,mid,German,midseason,zwischensaison
prefix,mid,German,midterm,mittelfristig
prefix,mid,German,midnight,Mitternacht
prefix,mid,Hungarian,midseason,középszezon
prefix,mid,Hungarian,midterm,félévi
prefix,mid,Hungarian,midnight,éjfél
prefix,mid,Icelandic,midseason,midseason
prefix,mid,Icelandic,midterm,midterm
prefix,mid,Icelandic,midnight,miðnætti
prefix,mid,Irish,midseason,midseason
prefix,mid,Irish,midterm,lárthéarma
prefix,mid,Irish,midnight,oíche
prefix,mid,Italian,midnight,mezzanotte
prefix,mid,Latin,midseason,midseason
prefix,mid,Latin,midterm,midterm
prefix,mid,Latvian,midseason,midseason
prefix,mid,Latvian,midterm,starpposma
prefix,mid,Latvian,midnight,pusnakts
prefix,mid,Luxembourg,midseason,zwischensaison
prefix,mid,Luxembourg,midterm,spaweck
prefix,mid,Luxembourg,midnight,Hallefnuecht
prefix,mid,Norwegian,midseason,midseason
prefix,mid,Norwegian,midterm,midterm
prefix,mid,Norwegian,midnight,midnatt
prefix,mid,Portuguese,midseason,midseason
prefix,mid,Portuguese,midterm,medio
prefix,mid,Portuguese,midnight,meia
prefix,mid,Scottish,midseason,midseason
prefix,mid,Scottish,midterm,midterm
prefix,mid,Scottish,midnight,oidhche
prefix,mid,Spanish,midnight,medianoche
prefix,mid,Swedish,midseason,midseason
prefix,mid,Swedish,midterm,midterm
prefix,mid,Swedish,midnight,midnatt
prefix,mid,Welsh,midseason,midseason
prefix,mis,Basque,misuse,oker
prefix,mis,Basque,misappropriate,desjabetze
prefix,mis,Catalan,misunderstand,malentès
prefix,mis,Danish,misunderstand,misforstå
prefix,mis,Danish,misuse,misbrug
prefix,mis,Danish,misappropriate,misbrug
prefix,mis,Dutch,misunderstand,begrijpen
prefix,mis,Dutch,misuse,misbruik
prefix,mis,Dutch,misappropriate,verduisteren
prefix,mis,Estonian,misunderstand,valesti
prefix,mis,Estonian,misuse,väärkasutus
prefix,mis,Estonian,misappropriate,omastada
prefix,mis,Finnish,misuse,väärinkäyttö
prefix,mis,Finnish,misappropriate,kavallus
prefix,mis,French,misunderstand,méprendre
prefix,mis,French,misuse,abus
prefix,mis,French,misappropriate,détourner
prefix,mis,German,misunderstand,missverstehen
prefix,mis,German,misuse,Missbrauch
prefix,mis,German,misappropriate,zweckentfremdet
prefix,mis,Hungarian,misunderstand,félreértés
prefix,mis,Hungarian,misuse,visszaélés
prefix,mis,Icelandic,misunderstand,misskilja
prefix,mis,Icelandic,misuse,misnotkun
prefix,mis,Icelandic,misappropriate,misappropriate
