type,affix,lang,word,trans
prefix,dist,Norwegian,equidistant,equidistant
prefix,dist,Portuguese,distal,distal
prefix,dist,Portuguese,distant,distante
prefix,dist,Portuguese,equidistant,equidistante
prefix,dist,Scottish,distal,distal
prefix,dist,Scottish,distant,aithghearrachd
prefix,dist,Scottish,equidistant,equidistant
prefix,dist,Spanish,distal,distal
prefix,dist,Spanish,distant,distante
prefix,dist,Spanish,equidistant,equidistante
prefix,dist,Swedish,distal,distal
prefix,dist,Swedish,distant,avlägsen
prefix,dist,Swedish,equidistant,ekvidistant
prefix,dist,Welsh,distal,distal
prefix,dist,Welsh,distant,pell
prefix,dist,Welsh,equidistant,gytbell
prefix,div,Basque,diverse,anitza
prefix,div,Basque,divide,zatitu
prefix,div,Basque,divurge,donostiak
prefix,div,Catalan,diverse,diversos
prefix,div,Catalan,divide,divideix
prefix,div,Catalan,divurge,divurge
prefix,div,Danish,diverse,forskellig
prefix,div,Danish,divide,opdele
prefix,div,Danish,divurge,divurge
prefix,div,Dutch,diverse,divers
prefix,div,Dutch,divide,verdelen
prefix,div,Dutch,divurge,afsplitsen
prefix,div,Estonian,diverse,mitmekesine
prefix,div,Estonian,divide,jagama
prefix,div,Estonian,divurge,divurge
prefix,div,Finnish,diverse,monipuolinen
prefix,div,Finnish,divide,jakaa
prefix,div,Finnish,divurge,divurge
prefix,div,French,diverse,divers
prefix,div,French,divide,diviser
prefix,div,French,divurge,divulguer
prefix,div,German,diverse,vielfältig
prefix,div,German,divide,teilen
prefix,div,German,divurge,preisgeben
prefix,div,Hungarian,diverse,változatos
prefix,div,Hungarian,divide,Osztás
prefix,div,Hungarian,divurge,divurge
prefix,div,Icelandic,diverse,fjölbreytt
prefix,div,Icelandic,divide,deila
prefix,div,Icelandic,divurge,divurge
prefix,div,Irish,diverse,éagsúil
prefix,div,Irish,divide,roinnt
prefix,div,Irish,divurge,divurge
prefix,div,Italian,diverse,diverso
prefix,div,Italian,divide,dividere
prefix,div,Italian,divurge,divurge
prefix,div,Latin,diverse,diversa
prefix,div,Latin,divide,divide
prefix,div,Latin,divurge,divurge
prefix,div,Latvian,divurge,divurge
prefix,div,Luxembourg,diverse,vielfältig
prefix,div,Luxembourg,divide,deelen
prefix,div,Luxembourg,divurge,preisgeben
prefix,div,Norwegian,diverse,mangfoldig
prefix,div,Norwegian,divide,dele
prefix,div,Norwegian,divurge,divurge
prefix,div,Portuguese,diverse,diverso
prefix,div,Portuguese,divide,dividir
prefix,div,Portuguese,divurge,divurge
prefix,div,Scottish,diverse,eadar-dhealaichte
prefix,div,Scottish,divide,roinn
prefix,div,Scottish,divurge,divurge
prefix,div,Spanish,diverse,diverso
prefix,div,Spanish,divide,dividir
prefix,div,Spanish,divurge,divurge
prefix,div,Swedish,diverse,olika
prefix,div,Swedish,divide,dela
prefix,div,Swedish,divurge,divurge
prefix,div,Welsh,diverse,amrywiol
prefix,div,Welsh,divide,rhannwch
prefix,div,Welsh,divurge,divurge
prefix,en,Basque,encase,inguratu
prefix,en,Basque,endow,maite
prefix,en,Basque,envelope,gutun-azala
prefix,en,Catalan,encase,encase
prefix,en,Catalan,endow,dot
prefix,en,Catalan,envelope,sobre
prefix,en,Danish,encase,encase
prefix,en,Danish,endow,tilføre
prefix,en,Danish,envelope,konvolut
prefix,en,Dutch,encase,omsluiten
prefix,en,Dutch,endow,begiftigen
prefix,en,Dutch,envelope,envelop
prefix,en,Estonian,encase,kapseldada
prefix,en,Estonian,endow,varustada
prefix,en,Estonian,envelope,ümbrik
prefix,en,Finnish,encase,encase
prefix,en,Finnish,endow,endow
prefix,en,Finnish,envelope,kirjekuori
prefix,en,French,encase,encase
prefix,en,French,endow,doter
prefix,en,French,envelope,enveloppe
prefix,en,German,encase,umhüllen
prefix,en,German,endow,verleihen
prefix,en,German,envelope,Umschlag
prefix,en,Hungarian,encase,encase
prefix,en,Hungarian,endow,endow
prefix,en,Hungarian,envelope,boríték
prefix,en,Icelandic,encase,kók
prefix,en,Icelandic,endow,guðlaugur
prefix,en,Icelandic,envelope,umslag
prefix,en,Irish,encase,encase
prefix,en,Irish,endow,endow
prefix,en,Irish,envelope,clúdach
prefix,en,Italian,encase,racchiudere
prefix,en,Italian,endow,dotarsi
prefix,en,Italian,envelope,busta
prefix,en,Latin,endow,endow
prefix,en,Latin,envelope,involucrum
prefix,en,Latvian,encase,encase
prefix,en,Latvian,envelope,aploksne
prefix,en,Luxembourg,encase,umhüllen
prefix,en,Luxembourg,endow,auszédrécken
prefix,en,Luxembourg,envelope,Umschlag
prefix,en,Norwegian,encase,encase
prefix,en,Norwegian,endow,endow
prefix,en,Norwegian,envelope,konvolutt
prefix,en,Portuguese,encase,encerrar
prefix,en,Portuguese,endow,dotar
prefix,en,Portuguese,envelope,envelope
prefix,en,Scottish,encase,encase
prefix,en,Scottish,endow,endow
prefix,en,Scottish,envelope,envelope
prefix,en,Spanish,encase,encerrar
prefix,en,Spanish,endow,dotar
prefix,en,Spanish,envelope,envolvente
prefix,en,Swedish,encase,encase
prefix,en,Swedish,endow,förse
prefix,en,Swedish,envelope,kuvert
prefix,en,Welsh,encase,encase
prefix,en,Welsh,endow,waddoli
prefix,en,Welsh,envelope,amlen
prefix,equ,Basque,equal,berdin
prefix,equ,Basque,equate,ekuatore
prefix,equ,Basque,equilateral,ekilateroa
prefix,equ,Basque,equivocal,errigora
prefix,equ,Catalan,equal,igual
prefix,equ,Catalan,equate,equate
prefix,equ,Catalan,equilateral,equilàter
prefix,equ,Catalan,equivocal,equívoc
prefix,equ,Danish,equal,lig
prefix,equ,Danish,equate,svare
prefix,equ,Danish,equilateral,ligesidet
prefix,equ,Danish,equivocal,tvetydig
prefix,equ,Dutch,equal,gelijk
prefix,equ,Dutch,equate,neerkomen
prefix,equ,Dutch,equilateral,gelijkzijdig
prefix,equ,Dutch,equivocal,dubbelzinnig
prefix,equ,Estonian,equal,võrdne
prefix,equ,Estonian,equate,võrdsustama
prefix,equ,Estonian,equilateral,võrdkülgne
prefix,equ,Estonian,equivocal,kahemõtteline
prefix,equ,Finnish,equal,yhtäläinen
prefix,equ,Finnish,equate,rinnastaa
prefix,equ,Finnish,equilateral,tasasivuinen
prefix,equ,Finnish,equivocal,monitulkintainen
prefix,equ,French,equal,égal
prefix,equ,French,equate,assimiler
prefix,equ,French,equilateral,quilat
prefix,equ,French,equivocal,équivoque
prefix,equ,German,equal,gleich
prefix,equ,German,equate,gleichsetzen
prefix,equ,German,equilateral,gleichseitig
prefix,equ,German,equivocal,zweideutig
prefix,equ,Icelandic,equal,jöfn
prefix,equ,Icelandic,equate,jafngilda
prefix,equ,Icelandic,equilateral,jafnhliða
prefix,equ,Icelandic,equivocal,tvírætt
prefix,equ,Irish,equal,comhionann
prefix,equ,Irish,equate,ionann
prefix,equ,Irish,equilateral,comhshleasach
prefix,equ,Irish,equivocal,equivocal
prefix,equ,Italian,equal,uguale
prefix,equ,Italian,equate,equiparare
prefix,equ,Italian,equilateral,equilatero
prefix,equ,Italian,equivocal,equivoco
prefix,equ,Latin,equal,aequalis
prefix,equ,Latin,equate,aequabo
prefix,equ,Latin,equilateral,aequilaterum
prefix,equ,Latin,equivocal,equivocal
prefix,equ,Luxembourg,equal,gläich
prefix,equ,Luxembourg,equate,gleichsetzen
prefix,equ,Luxembourg,equilateral,gleichseitig
prefix,equ,Luxembourg,equivocal,zweideutig
prefix,equ,Norwegian,equal,lik
prefix,equ,Norwegian,equate,likhetstegn
prefix,equ,Norwegian,equilateral,likesidet
prefix,equ,Norwegian,equivocal,equivocal
prefix,equ,Portuguese,equal,igual
prefix,equ,Portuguese,equate,equivaler
prefix,equ,Portuguese,equilateral,equilatero
prefix,equ,Portuguese,equivocal,equivoco
prefix,equ,Scottish,equal,co-ionannachd
prefix,equ,Scottish,equate,equate
prefix,equ,Scottish,equilateral,equilateral
prefix,equ,Scottish,equivocal,equivocal
prefix,equ,Spanish,equal,igual
prefix,equ,Spanish,equate,equiparar
prefix,equ,Spanish,equilateral,equilátero
prefix,equ,Spanish,equivocal,equívoco
prefix,equ,Swedish,equal,lika
prefix,equ,Swedish,equate,likställa
prefix,equ,Swedish,equilateral,liksidig
prefix,equ,Swedish,equivocal,tvetydig
prefix,equ,Welsh,equal,cyfartal
prefix,equ,Welsh,equate,cyfateb
prefix,equ,Welsh,equilateral,hafalochrog
prefix,equ,Welsh,equivocal,amwys
prefix,ex,Basque,ex-boss,buruzagi
prefix,ex,Catalan,ex-boss,ex-cap
prefix,ex,Catalan,ex-husband,ex-husband
prefix,ex,Catalan,ex-wife,exdona
prefix,ex,Danish,ex-husband,eksmand
prefix,ex,Danish,ex-wife,ekskone
prefix,ex,Dutch,ex-boss,ex-baas
prefix,ex,Dutch,ex-husband,ex-echtgenoot
prefix,ex,Dutch,ex-wife,ex-vrouw
prefix,ex,Finnish,ex-boss,ex-pomo
prefix,ex,Finnish,ex-husband,ex-mies
prefix,ex,Finnish,ex-wife,ex-vaimo
prefix,ex,French,ex-boss,ex-patron
prefix,ex,French,ex-husband,ex-mari
prefix,ex,French,ex-wife,ex-femme
prefix,ex,German,ex-boss,ex-Chef
prefix,ex,German,ex-husband,ex-Ehemann
prefix,ex,German,ex-wife,ex-Frau
prefix,ex,Hungarian,ex-wife,ex-feleség
prefix,ex,Irish,ex-boss,sean-boss
prefix,ex,Latin,ex-boss,ex-bulla
prefix,ex,Latin,ex-husband,ex-vir
prefix,ex,Latin,ex-wife,ex-uxor
prefix,ex,Luxembourg,ex-boss,ex-Chef
prefix,ex,Luxembourg,ex-husband,ex-Mann
prefix,ex,Luxembourg,ex-wife,ex-Fra
prefix,ex,Norwegian,ex-boss,ex-sjef
prefix,ex,Norwegian,ex-husband,ex-mann
prefix,ex,Norwegian,ex-wife,ex-kone
prefix,ex,Portuguese,ex-boss,ex-chefe
prefix,ex,Portuguese,ex-husband,ex-marido
prefix,ex,Portuguese,ex-wife,Ex-mulher
prefix,ex,Scottish,ex-husband,ex-duine
prefix,ex,Scottish,ex-wife,ex-bhean
prefix,ex,Spanish,ex-boss,ex-jefe
prefix,ex,Spanish,ex-husband,ex-marido
prefix,ex,Swedish,ex-boss,ex-boss
prefix,ex,Swedish,ex-husband,ex-make
prefix,ex,Swedish,ex-wife,ex-fru
prefix,ex,Welsh,ex-boss,cyn-bos
prefix,ex,Welsh,ex-husband,ex-husband
prefix,ex,Welsh,ex-wife,ex-wraig
prefix,exo,Basque,exhale,exhale
prefix,exo,Basque,exoskeleton,exoeskeletoa
prefix,exo,Basque,extend,hedatu
prefix,exo,Catalan,exhale,exhale
prefix,exo,Catalan,exoskeleton,exoesquelet
prefix,exo,Catalan,extend,ampliar
prefix,exo,Danish,exhale,udånder
prefix,exo,Danish,exoskeleton,eksoskelet
prefix,exo,Danish,extend,udvide
prefix,exo,Dutch,exhale,uitademen
prefix,exo,Dutch,exoskeleton,exoskelet
prefix,exo,Dutch,extend,uitgebreid
prefix,exo,Estonian,exhale,hingama
prefix,exo,Estonian,exoskeleton,eksoskelett
prefix,exo,Estonian,extend,laiendama
prefix,exo,Finnish,exhale,hengittää
prefix,exo,Finnish,exoskeleton,tukiranka
prefix,exo,Finnish,extend,laajentaa
prefix,exo,French,exhale,expirer
prefix,exo,French,exoskeleton,exosquelette
prefix,exo,French,extend,étendre
prefix,exo,German,exhale,ausatmen
prefix,exo,German,exoskeleton,exoskelett
prefix,exo,German,extend,erweitern
prefix,exo,Hungarian,exhale,kilégzés
prefix,exo,Hungarian,exoskeleton,exoskeleton
prefix,exo,Hungarian,extend,kiterjesztése
prefix,exo,Icelandic,exoskeleton,exoskeleton
prefix,exo,Icelandic,extend,lengja
prefix,exo,Irish,exhale,exhale
prefix,exo,Irish,exoskeleton,exoskeleton
prefix,exo,Irish,extend,leathnú
prefix,exo,Italian,exhale,espirare
prefix,exo,Italian,exoskeleton,esoscheletro
prefix,exo,Italian,extend,estendere
prefix,exo,Latin,exhale,exhalant
prefix,exo,Latin,exoskeleton,exoskeleton
prefix,exo,Latin,extend,extendere
prefix,exo,Latvian,exhale,izelpot
prefix,exo,Latvian,exoskeleton,eksoskelets
prefix,exo,Luxembourg,exhale,ausatmen
prefix,exo,Luxembourg,exoskeleton,exoskelett
prefix,exo,Luxembourg,extend,vergréisseren
prefix,exo,Norwegian,exhale,puster
prefix,exo,Norwegian,exoskeleton,exoskeleton
prefix,exo,Norwegian,extend,utvide
prefix,exo,Portuguese,exhale,exalar
prefix,exo,Portuguese,exoskeleton,exosqueleto
prefix,exo,Portuguese,extend,estender
prefix,exo,Scottish,exhale,exhale
prefix,exo,Scottish,exoskeleton,exoskeleton
prefix,exo,Scottish,extend,leudachadh
prefix,exo,Spanish,exhale,exhalar
prefix,exo,Spanish,exoskeleton,exoesqueleto
prefix,exo,Spanish,extend,extender
prefix,exo,Swedish,exhale,andas
prefix,exo,Swedish,exoskeleton,exoskelett
prefix,exo,Swedish,extend,förlänga
prefix,exo,Welsh,exoskeleton,exoskeleton
prefix,exo,Welsh,extend,ymestyn
prefix,extra,Basque,extraterrestrial,estralurtarra
prefix,extra,Basque,extravert,estradieratu
prefix,extra,Catalan,extraterrestrial,extraterrestre
prefix,extra,Catalan,extravert,extravert
prefix,extra,Danish,extracurricular,ekstracurricular
prefix,extra,Danish,extraterrestrial,udenjordisk
prefix,extra,Danish,extravert,ekstravert
prefix,extra,Dutch,extracurricular,extracurriculair
prefix,extra,Dutch,extraterrestrial,buitenaards
prefix,extra,Dutch,extravert,extravert
prefix,extra,Estonian,extracurricular,kooliväline
prefix,extra,Estonian,extraterrestrial,maaväline
prefix,extra,Estonian,extravert,extravert
prefix,extra,Finnish,extracurricular,vapaa-aika
prefix,extra,Finnish,extraterrestrial,avaruusolento
prefix,extra,Finnish,extravert,extravert
prefix,extra,French,extracurricular,extrascolaires
prefix,extra,French,extraterrestrial,extraterrestre
prefix,extra,French,extravert,extraverti
prefix,extra,German,extracurricular,ausserschulisch
prefix,extra,German,extraterrestrial,außerirdischen
prefix,extra,German,extravert,extravertiert
prefix,extra,Hungarian,extraterrestrial,földönkívüli
prefix,extra,Hungarian,extravert,extravertált
prefix,extra,Icelandic,extracurricular,félagsstörfum
prefix,extra,Icelandic,extraterrestrial,geimvera
prefix,extra,Icelandic,extravert,extravert
prefix,extra,Irish,extracurricular,seach-churaclaim
prefix,extra,Irish,extraterrestrial,eachtardhomhanda
prefix,extra,Irish,extravert,extravert
prefix,extra,Italian,extracurricular,Extracurricular
prefix,extra,Italian,extraterrestrial,extraterrestre
prefix,extra,Italian,extravert,estraverso
prefix,extra,Latin,extracurricular,extra
prefix,extra,Latin,extraterrestrial,extraterrestrial
prefix,extra,Latin,extravert,extravert
prefix,extra,Latvian,extravert,ekstraverts
prefix,extra,Luxembourg,extracurricular,ausserschulisch
prefix,extra,Luxembourg,extraterrestrial,ausserierdesch
prefix,extra,Luxembourg,extravert,extravertiert
prefix,extra,Norwegian,extracurricular,ekstracurricular
prefix,extra,Norwegian,extraterrestrial,utenomjordisk
prefix,extra,Norwegian,extravert,extravert
prefix,extra,Portuguese,extracurricular,extracurricular
prefix,extra,Portuguese,extraterrestrial,extraterrestre
prefix,extra,Portuguese,extravert,extrovertido
prefix,extra,Scottish,extracurricular,extracurricular
prefix,extra,Scottish,extraterrestrial,extraterrestrial
prefix,extra,Scottish,extravert,extravert
prefix,extra,Spanish,extracurricular,extraescolar
prefix,extra,Spanish,extraterrestrial,extraterrestre
prefix,extra,Spanish,extravert,extrovertido
prefix,extra,Swedish,extracurricular,extracurricular
prefix,extra,Swedish,extraterrestrial,utomjordisk
prefix,extra,Swedish,extravert,extravert
prefix,extra,Welsh,extracurricular,allgyrsiol
prefix,extra,Welsh,extraterrestrial,allfydol
prefix,extra,Welsh,extravert,extravert
prefix,flu,Basque,fluent,menderatuko
prefix,flu,Basque,fluid,fluidoa
prefix,flu,Basque,fluvial,segitzen
prefix,flu,Basque,flux,flux
prefix,flu,Catalan,fluent,fluent
prefix,flu,Catalan,fluid,fluid
prefix,flu,Catalan,fluvial,fluvial
prefix,flu,Catalan,flux,flux
prefix,flu,Danish,fluent,flydende
prefix,flu,Danish,fluid,væske
prefix,flu,Danish,fluvial,fluvial
prefix,flu,Danish,flux,bevægelse
prefix,flu,Dutch,fluent,vloeiend
prefix,flu,Dutch,fluid,vloeistof
prefix,flu,Dutch,fluvial,fluviale
prefix,flu,Dutch,flux,stroom
prefix,flu,Estonian,fluent,vabalt
prefix,flu,Estonian,fluid,vedelik
prefix,flu,Estonian,fluvial,fluvial
prefix,flu,Estonian,flux,flux
prefix,flu,Finnish,fluent,sujuva
prefix,flu,Finnish,fluid,Neste
prefix,flu,Finnish,fluvial,fluvial
prefix,flu,Finnish,flux,flux
prefix,flu,French,fluent,courant
prefix,flu,French,fluid,fluide
prefix,flu,French,fluvial,fluvial
prefix,flu,French,flux,flux
prefix,flu,German,fluent,flie
prefix,flu,German,fluid,Flüssigkeit
prefix,flu,German,fluvial,fluvial
prefix,flu,German,flux,Lichtstrom
prefix,flu,Hungarian,fluent,fluent
prefix,flu,Hungarian,fluid,folyadék
prefix,flu,Hungarian,fluvial,folyóvíz
prefix,flu,Hungarian,flux,flux
prefix,flu,Icelandic,fluent,altalandi
prefix,flu,Icelandic,fluid,vökvi
prefix,flu,Icelandic,fluvial,fluvial
prefix,flu,Icelandic,flux,flux
prefix,flu,Irish,fluent,líofa
prefix,flu,Irish,fluid,sreabhach
prefix,flu,Irish,fluvial,aibhneach
prefix,flu,Irish,flux,flux
prefix,flu,Italian,fluent,fluente
prefix,flu,Italian,fluid,fluido
prefix,flu,Italian,fluvial,fluviale
prefix,flu,Italian,flux,flusso
prefix,flu,Latin,fluent,fluens
prefix,flu,Latin,fluid,fluidum
prefix,flu,Latin,fluvial,fluvial
prefix,flu,Latin,flux,fluxu
prefix,flu,Latvian,fluvial,fluvial
prefix,flu,Luxembourg,fluent,flie
prefix,flu,Luxembourg,fluid,Flëssegkeet
prefix,flu,Luxembourg,fluvial,fluvial
prefix,flu,Luxembourg,flux,Liichtstroum
prefix,flu,Norwegian,fluent,flytende
prefix,flu,Norwegian,fluid,væske
prefix,flu,Norwegian,fluvial,fluvial
prefix,flu,Norwegian,flux,Flux
prefix,flu,Portuguese,fluent,fluente
prefix,flu,Portuguese,fluid,fluido
prefix,flu,Portuguese,fluvial,fluvial
prefix,flu,Portuguese,flux,fluxo
prefix,flu,Scottish,fluent,fileanta
prefix,flu,Scottish,fluvial,fluvial
prefix,flu,Scottish,flux,flux
prefix,flu,Spanish,fluent,fluidez
prefix,flu,Spanish,fluid,líquido
prefix,flu,Spanish,fluvial,fluvial
prefix,flu,Spanish,flux,fundente
prefix,flu,Swedish,fluent,flytande
prefix,flu,Swedish,fluid,vätska
prefix,flu,Swedish,fluvial,fluvial
prefix,flu,Swedish,flux,flux
prefix,flu,Welsh,fluid,hylif
prefix,flu,Welsh,fluvial,afonol
prefix,flu,Welsh,flux,fflwcs
prefix,gyn,Basque,gynecology,ginekologia
prefix,gyn,Catalan,gynecology,ginecologia
prefix,gyn,Danish,gynecology,gynækologi
prefix,gyn,Dutch,gynecology,gynaecologie
prefix,gyn,Estonian,gynecology,günekoloogia
prefix,gyn,Finnish,gynecology,gynekologia
prefix,gyn,French,gynecology,gynécologie
prefix,gyn,German,gynecology,Gyn
prefix,gyn,Icelandic,gynecology,kvennadeild
prefix,gyn,Irish,gynecology,gynecology
prefix,gyn,Italian,gynecology,ginecologia
prefix,gyn,Latin,gynecology,gynecology
prefix,gyn,Luxembourg,gynecology,Gyn
prefix,gyn,Norwegian,gynecology,gynekologi
prefix,gyn,Portuguese,gynecology,Ginecologia
prefix,gyn,Scottish,gynecology,gynecology
prefix,gyn,Spanish,gynecology,ginecología
prefix,gyn,Swedish,gynecology,gynekologi
prefix,gyn,Welsh,gynecology,gynaecoleg
prefix,hemi,Basque,hemisphere,hemisferioa
prefix,hemi,Catalan,hemisphere,hemisferi
prefix,hemi,Danish,hemisphere,halvkugle
prefix,hemi,Dutch,hemisphere,halfrond
prefix,hemi,Estonian,hemisphere,poolkera
prefix,hemi,Finnish,hemisphere,pallonpuoliskolla
prefix,hemi,French,hemisphere,hémisphère
prefix,hemi,German,hemisphere,Hemisphäre
prefix,hemi,Hungarian,hemisphere,félgömb
prefix,hemi,Icelandic,hemisphere,jarðar
prefix,hemi,Irish,hemisphere,leathsféar
prefix,hemi,Italian,hemisphere,emisfero
prefix,hemi,Latin,hemisphere,hemisphaerio
prefix,hemi,Latvian,hemisphere,puslode
prefix,hemi,Luxembourg,hemisphere,Hemisphär
prefix,hemi,Norwegian,hemisphere,halvkule
prefix,hemi,Portuguese,hemisphere,hemisferio
prefix,hemi,Scottish,hemisphere,hemisphere
prefix,hemi,Spanish,hemisphere,hemisferio
prefix,hemi,Swedish,hemisphere,halvklot
prefix,hemi,Welsh,hemisphere,hemisffer
prefix,hetero,Basque,heterocyst,heteroziklista
prefix,hetero,Basque,heterogeneous,heterogeneoa
prefix,hetero,Basque,heterosexual,heterosexual
prefix,hetero,Catalan,heterocyst,heterocist
prefix,hetero,Catalan,heterogeneous,heterogènia
prefix,hetero,Catalan,heterosexual,heterosexual
prefix,hetero,Danish,heterocyst,heterocyst
prefix,hetero,Danish,heterogeneous,heterogen
prefix,hetero,Danish,heterosexual,heteroseksuel
prefix,hetero,Dutch,heterocyst,heterocyst
prefix,hetero,Dutch,heterogeneous,heterogeen
prefix,hetero,Dutch,heterosexual,heteroseksueel
prefix,hetero,Estonian,heterocyst,heterotsüst
prefix,hetero,Estonian,heterogeneous,heterogeenne
prefix,hetero,Estonian,heterosexual,heteroseksuaalne
prefix,hetero,Finnish,heterocyst,heterokysti
prefix,hetero,Finnish,heterogeneous,heterogeeninen
prefix,hetero,Finnish,heterosexual,heteroseksuaalinen
prefix,hetero,French,heterocyst,hétérocyste
prefix,hetero,French,heterogeneous,hétérogène
prefix,hetero,French,heterosexual,hétérosexuel
prefix,hetero,German,heterocyst,heterozyste
prefix,hetero,German,heterogeneous,heterogen
prefix,hetero,German,heterosexual,heterosexuell
prefix,hetero,Hungarian,heterocyst,heterociszta
prefix,hetero,Hungarian,heterogeneous,heterogén
prefix,hetero,Hungarian,heterosexual,Heteroszexuális
prefix,hetero,Icelandic,heterocyst,heterósyst
prefix,hetero,Icelandic,heterogeneous,ólíkum
prefix,hetero,Icelandic,heterosexual,gagnkynhneigðir
prefix,hetero,Irish,heterocyst,heterocyst
prefix,hetero,Irish,heterogeneous,ilchineálach
prefix,hetero,Irish,heterosexual,heterosexuales
prefix,hetero,Italian,heterocyst,eterocisti
prefix,hetero,Italian,heterogeneous,eterogeneo
prefix,hetero,Italian,heterosexual,eterosessuale
prefix,hetero,Latin,heterocyst,heterocyst
prefix,hetero,Latin,heterogeneous,heterogenearum
prefix,hetero,Latin,heterosexual,heterosexual
prefix,hetero,Latvian,heterocyst,heterocista
prefix,hetero,Luxembourg,heterocyst,heterozyste
prefix,hetero,Luxembourg,heterogeneous,heterogen
prefix,hetero,Luxembourg,heterosexual,geschlechtsroll
prefix,hetero,Norwegian,heterocyst,heterocyst
prefix,hetero,Norwegian,heterogeneous,heterogene
prefix,hetero,Norwegian,heterosexual,heterofil
prefix,hetero,Portuguese,heterocyst,heterocisto
prefix,hetero,Portuguese,heterogeneous,heterogêneo
prefix,hetero,Portuguese,heterosexual,heterossexual
prefix,hetero,Scottish,heterocyst,heterocyst
prefix,hetero,Scottish,heterogeneous,heterogeneous
prefix,hetero,Scottish,heterosexual,heterosexual
prefix,hetero,Spanish,heterocyst,heterocisto
prefix,hetero,Spanish,heterogeneous,heterogénea
prefix,hetero,Spanish,heterosexual,heterosexual
prefix,hetero,Swedish,heterocyst,heterocyst
prefix,hetero,Swedish,heterogeneous,ojämn
prefix,hetero,Swedish,heterosexual,heterosexuell
prefix,hetero,Welsh,heterocyst,heterocyst
prefix,hetero,Welsh,heterogeneous,heterogenaidd
prefix,hetero,Welsh,heterosexual,heterorywiol
prefix,homo,Basque,homogenize,homogeneizatu
prefix,homo,Basque,homophone,homophone
prefix,homo,Basque,homosexual,homosexual
prefix,homo,Catalan,homogenize,homogeneïtzar
prefix,homo,Catalan,homophone,homòfones
prefix,homo,Catalan,homosexual,homosexual
prefix,homo,Danish,homogenize,homogenisere
prefix,homo,Danish,homophone,homofon
prefix,homo,Danish,homosexual,homoseksuelle
prefix,homo,Dutch,homogenize,homogeniseren
prefix,homo,Dutch,homophone,homofoon
prefix,homo,Dutch,homosexual,homoseksueel
prefix,homo,Estonian,homogenize,homogeniseerida
prefix,homo,Estonian,homophone,homofon
prefix,homo,Estonian,homosexual,homoseksuaalne
prefix,homo,Finnish,homogenize,homogenisoi
prefix,homo,Finnish,homophone,homofoni
prefix,homo,Finnish,homosexual,homoseksuaalinen
prefix,homo,French,homogenize,homogénéiser
prefix,homo,French,homophone,homophone
prefix,homo,French,homosexual,homosexuel
prefix,homo,German,homogenize,homogenisieren
prefix,homo,German,homophone,homophon
prefix,homo,German,homosexual,Homosexuelle
prefix,homo,Hungarian,homogenize,homogenizálás
prefix,homo,Hungarian,homophone,homofon
prefix,homo,Hungarian,homosexual,homoszexuális
prefix,homo,Icelandic,homogenize,einsleita
prefix,homo,Icelandic,homophone,homophone
prefix,homo,Icelandic,homosexual,samkynhneigð
prefix,homo,Irish,homogenize,homogenize
prefix,homo,Irish,homophone,homophone
prefix,homo,Irish,homosexual,homaighnéasach
prefix,homo,Italian,homogenize,omogeneizzare
prefix,homo,Italian,homophone,omofono
prefix,homo,Italian,homosexual,omosessuale
prefix,homo,Latin,homogenize,homogenize
prefix,homo,Latin,homophone,homophone
prefix,homo,Latin,homosexual,homosexuales
prefix,homo,Latvian,homophone,homofons
prefix,homo,Luxembourg,homogenize,homogenisieren
prefix,homo,Luxembourg,homophone,homophon
prefix,homo,Luxembourg,homosexual,Homosexuelle
prefix,homo,Norwegian,homogenize,homogenisere
prefix,homo,Norwegian,homophone,homofon
prefix,homo,Norwegian,homosexual,homofile
prefix,homo,Portuguese,homogenize,homogeneizar
prefix,homo,Portuguese,homophone,homofone
prefix,homo,Portuguese,homosexual,homossexual
prefix,homo,Scottish,homogenize,homogenize
prefix,homo,Scottish,homophone,homophone
prefix,homo,Spanish,homogenize,homogeneizar
prefix,homo,Spanish,homophone,homófono.
prefix,homo,Spanish,homosexual,homosexual
prefix,homo,Swedish,homogenize,homogenisera
prefix,homo,Swedish,homophone,homofon
prefix,homo,Swedish,homosexual,homosexuella
prefix,homo,Welsh,homogenize,homogenize
prefix,homo,Welsh,homophone,homophone
prefix,homo,Welsh,homosexual,cyfunrywiol
prefix,hydr,Basque,hydrant,foru
prefix,hydr,Basque,hydrate,hidratazioa
prefix,hydr,Basque,hydrology,hidrologia
prefix,hydr,Catalan,hydrant,hidrant
prefix,hydr,Catalan,hydrate,hidrat
prefix,hydr,Catalan,hydrology,hidrologia
prefix,hydr,Danish,hydrant,brandstuds
prefix,hydr,Danish,hydrate,hydrat
prefix,hydr,Danish,hydrology,hydrologi
prefix,hydr,Dutch,hydrant,brandkraan
prefix,hydr,Dutch,hydrate,hydrateren
prefix,hydr,Dutch,hydrology,hydrologie
prefix,hydr,Estonian,hydrant,hüdrant
prefix,hydr,Estonian,hydrate,hüdraat
prefix,hydr,Estonian,hydrology,Hüdroloogia
prefix,hydr,Finnish,hydrant,vesiposti
prefix,hydr,Finnish,hydrate,kosteuttaa
prefix,hydr,Finnish,hydrology,hydrologia
prefix,hydr,French,hydrate,hydrater
prefix,hydr,French,hydrology,hydrologie
prefix,hydr,French,hydrology,hydrologie
prefix,hydr,German,hydrant,Hydrant
prefix,hydr,German,hydrate,hydratisieren
prefix,hydr,German,hydrology,hydrologie
